ADX_14;Abertura|T-7|_ROC_11;K%_8;ADX_7
0.1880075631951157;-2.185792349726777;-16.999999999999993;0.1611971810702728
0.1729875071500482;-0.7534246575342427;12.0000000000001;0.1398264572312759
0.1755891728633722;-3.0467163168584923;0.0;0.154869842923457
0.1872725212434972;-1.979522184300348;5.999999999999872;0.1815095250497357
0.1950171374586513;-0.6882312456985523;10.999999999999943;0.1975607152158733
0.2030624715117846;-0.7575757575757537;6.00000000000005;0.2120991078404763
0.2120827134054524;-0.4140786749482436;0.0;0.2269314737375
0.2268526373323454;-0.96286107290233;-0.9999999999999788;0.2516271767316963
0.2453199047356536;-0.6219765031098815;-4.999999999999893;0.2801489539773437
0.256943917437568;-1.656314699792962;-15.000000000000036;0.292611715483008
0.2612561570173213;-1.5309672929714606;-21.999999999999886;0.2916016437551131
0.2573267646531071;-0.6983240223463663;-1.9999999999999567;0.2758440899591918
0.2619212912707876;-1.9323671497584496;6.00000000000005;0.281525924612251
0.2826651191013501;-1.2569832402234618;-8.000000000000007;0.3161444434591885
0.3085478651259331;-1.6713091922005583;-8.000000000000007;0.3567511897372487
0.3312176735853333;-2.148302148302152;-2.000000000000135;0.3868491065886506
0.3669600790120512;-1.7349063150589867;4.000000000000092;0.4422796870843449
0.4476034970485408;-2.286902286902288;-1.9999999999999567;0.5788526224561156
0.529446840299214;-3.055555555555552;-19.99999999999993;0.6973537525563722
0.579806309211701;-3.755215577190549;-19.99999999999993;0.7490867429887078
0.6084988013168082;-3.017543859649121;-14.000000000000057;0.7593150572415311
0.6261275325698055;-3.3215547703180257;-16.000000000000014;0.7548434357882912
0.618358147274784;-3.797468354430386;-14.000000000000057;0.7050611482697899
0.5812913466857649;-5.207600281491908;-20.999999999999908;0.6127244326309137
0.5268334528419482;-5.516265912305524;-32.00000000000003;0.5009718959017565
0.4643985162725451;-5.382436260623228;-11.00000000000012;0.3900146362120318
0.4185263331504911;-6.515580736543909;-15.000000000000036;0.3239395485875952
0.3901990125399491;-7.203389830508472;2.000000000000135;0.2947403757264105
0.36679152515367;-5.815602836879434;8.000000000000007;0.2746267103662365
0.365885988466514;-3.939828080229231;27.999999999999936;0.2984700327746775
0.3902916661947885;-2.4566473988439297;23.000000000000043;0.3620668102952938
0.4232527773688167;-3.039073806078147;-0.9999999999999788;0.4315501077214702
0.440438121338689;-1.3157894736842086;0.9999999999999788;0.4597340093625314
0.4474273242078162;-3.289473684210521;-16.999999999999993;0.46872907845047
0.4448655857420121;-3.489235337787681;-50.0;0.4569039516949953
0.4108835076430771;-2.9191616766466977;-8.000000000000007;0.3876779637712465
0.3733847542430477;-3.667664670658685;-13.000000000000078;0.3243299013998634
0.3596477393915938;-2.500000000000001;-10.000000000000142;0.3121759974784691
0.3455994693774767;-1.369863013698628;9.000000000000163;0.2962748552517094
0.3156623972700036;-2.3343373493975808;10.000000000000142;0.2514918557244965
0.2921931252530508;-2.684563758389257;8.999999999999986;0.2246903203648011
0.2813292799812156;-3.777777777777776;1.9999999999999567;0.2213748831307439
0.2695806140789583;-1.7910447761194044;10.999999999999943;0.2138883052052008
0.2870174845827162;-2.1481481481481417;15.000000000000036;0.264344800332472
0.3330342009240682;-1.3605442176870728;-10.999999999999943;0.3568300288207826
0.3616296408008593;-0.4615384615384654;-27.00000000000013;0.4026225216155871
0.3712694982178876;-0.2313030069390989;-11.00000000000012;0.4101811769259761
0.3834811841697884;-0.2331002331002281;-9.999999999999964;0.4240644541230535
0.3868741691376261;0.6216006216006222;0.9999999999999788;0.4187626263065759
0.3800052323002283;0.3858024691357942;16.999999999999993;0.3980005411585033
0.3853854870411503;-3.006939090208177;-36.99999999999992;0.404928977297449
0.4036198030547113;-3.2183908045977003;1.0000000000001563;0.4347681615445155
0.4138514483617022;-2.540415704387992;8.000000000000007;0.4450046925869581
0.4118141123896656;-4.8632218844984845;-12.0000000000001;0.4330392337259327
0.4197150878805673;-4.920514761544287;-8.999999999999986;0.4440651395801638
0.4328006952107775;-2.9885057471264407;14.000000000000057;0.4619774261136943
0.4339986977541024;-0.6182380216383313;30.999999999999872;0.4561259267281281
0.4101798237678413;-2.782071097372484;-7.000000000000028;0.4035230164746676
0.3785367996464148;1.6355140186915955;18.00000000000015;0.346570833784572
0.3796366549316547;0.6949806949806939;-9.000000000000163;0.3595709824812862
0.4053041485598151;0.4611837048424327;1.9999999999999567;0.4132496654323933
0.431977881132792;3.736089030206682;1.0000000000001563;0.4613658205028663
0.4592855922198483;3.4045922406967515;-0.9999999999999788;0.5056672225200068
0.4839046561143448;2.606635071090048;-6.00000000000005;0.539964702604291
0.4998126067276703;2.076677316293928;-28.00000000000012;0.5553306698103613
0.5083614020211237;2.5477707006369448;-10.999999999999943;0.5572122880720565
0.5239132150849739;-1.10584518167457;-26.99999999999996;0.5754092160540424
0.5160581197403108;-2.954898911353025;-9.999999999999964;0.5440569120405317
0.4796789418701742;-0.7154213036565967;-2.999999999999936;0.4683998268875417
0.4529122258112938;-4.7509578544061375;-5.000000000000071;0.4220141558799421
0.4365239290364546;-4.601226993865028;-4.000000000000092;0.3990106169099566
0.4337493099268321;-4.820198928844689;0.9999999999999788;0.4046151055396104
0.4391065447937307;-6.2068965517241415;-20.999999999999908;0.4216756148689934
0.4311780531069475;-5.742725880551301;-13.99999999999988;0.4098281397231735
0.4328781222164974;-5.234795996920706;7.000000000000028;0.420585390506666
0.4548277059209645;-3.1298904538341046;6.00000000000005;0.4654390428799997
0.4774697260838837;-5.512422360248453;-14.000000000000057;0.5051507107314286
0.4814737626060326;-3.2747603833865826;-28.00000000000012;0.5038630330485716
0.4626582133061805;-3.84615384615385;-16.000000000000014;0.461825846215
0.4275894991510708;-3.522818254603679;-6.999999999999851;0.3949408132326786
0.3907680421214042;-3.942075623491555;-5.000000000000071;0.3344198956387947
0.357760874600455;-5.144694533762048;-25.0;0.2861720645862387
0.3282022817965848;-4.903536977491957;-10.999999999999943;0.2489147627253932
0.3172991204141829;-3.8398692810457566;8.999999999999986;0.2499003577583307
0.3139925710256253;-3.655564581640951;3.9999999999999134;0.259925268318748
0.3153649901269704;-3.330625507717304;13.000000000000078;0.2770868083819179
0.3268401343005171;-3.1502423263327994;13.000000000000078;0.308529392000724
0.3478328782985435;-2.382908792111743;-1.9999999999999567;0.3535399011434003
0.3634551611920711;-1.568951279933935;-7.000000000000028;0.3801549258575503
0.3711849492236045;-2.833333333333332;-22.000000000000064;0.3908304801074484
0.3653602893271239;-3.485477178423236;-28.999999999999915;0.3731228600805863
0.3401693936073168;-3.6013400335008354;-4.000000000000092;0.3230564307747253
0.3214325220787221;-2.203389830508488;-9.000000000000163;0.2933637516524724
0.3089558048491783;-2.8740490278951807;-1.9999999999999567;0.2764513851679258
0.2908569356311927;-2.2939677145284585;-5.000000000000071;0.2501956817330874
0.2692188680232242;-2.7824620573355827;3.9999999999999134;0.2194324755855297
0.2458468284772704;-3.1932773109243766;2.999999999999936;0.187788642403433
0.2294482037279201;-3.5029190992493744;4.000000000000092;0.1722700532311462
0.2209027289451498;-0.925925925925936;25.0;0.170631111351931
0.2041156984191297;-1.59395973154362;-2.999999999999936;0.1504733335139481
0.1873288433918171;-0.1715265866209225;-12.9999999999999;0.1332121429926038
0.1890659499871938;-0.1719690455718086;-13.000000000000078;0.1513376786730241
0.2112857280841393;0.8688097306689804;-3.0000000000001137;0.2038604018619108
0.2425904881491112;1.2131715771230551;7.000000000000028;0.2646810156821475
0.2715784230625632;2.175805047867711;13.000000000000078;0.3135107617616109
0.2895584428446977;2.869565217391305;15.000000000000036;0.3358473570354939
0.2846649361796903;2.775368603642674;10.999999999999943;0.3133140892051918
0.2737572304033507;3.2986111111111183;12.0000000000001;0.2864141383324653
0.2642562663495706;3.975799481417451;17.99999999999997;0.2648106037493489
0.2481173355981993;2.548853016142742;16.000000000000014;0.2339650956691547
0.2253207384708205;3.4953111679454403;10.000000000000142;0.1940452503232948
0.2163255923889968;3.951890034364253;2.999999999999936;0.1869625091710426
0.2250059895942734;3.273040482342815;-15.000000000000036;0.2109361675925675
0.2214337624102749;4.565030146425506;4.000000000000092;0.2060592685515683
0.2101473559936668;3.339041095890416;8.000000000000007;0.1891873085565333
0.2113181847183207;3.4923339011925054;6.00000000000005;0.1976047671316856
0.231285283898735;2.113271344040575;0.9999999999999788;0.2399892896344784
0.259113912712237;1.5189873417721496;-12.0000000000001;0.2899919672258587
0.2860892005410815;0.0;-17.99999999999997;0.3332082611336794
0.3048011166594135;-0.9143807148794634;-10.999999999999943;0.3556204815645453
0.3141133487238727;-0.3314001657000905;11.999999999999922;0.3602867897448375
0.329422045084499;-0.4942339373970386;16.999999999999993;0.3784293780229135
0.3487848200256134;-2.2314049586776825;-19.99999999999993;0.4023934620886137
